,Commodity Group,Commodity,Op.,IMO,Vessel,Port,Arrived at Port,Sailed from Port,Berth,Tons,Coord.,Destination / Origin,Time at Port,Time at Berth,Shipper
3904,Grains,Wheat,load,9553244,OBSERVATOR,San Lorenzo - Argentina,2017-02-07 23:10:00,2017-02-10 21:50:00,LDC Timbues,5040.0,Holbud,Uganda,2.94,0.38,Dreyfus
3905,Grains,Wheat,load,9674787,LOWLANDS HOPPER,San Lorenzo - Argentina,2017-02-05 01:36:00,2017-02-08 18:30:00,Cofco Int. PGSM South,30500.0,Invivo,Algeria,3.7,1.43,Nidera
3906,Grains,Wheat,load,9320312,CLIPPER TRUST,San Lorenzo - Argentina,2017-02-08 13:45:00,2017-02-10 18:00:00,Vicentin,27500.0,Grande Moinho Cearense,Brazil,2.18,1.59,Vicentin
3907,Grains,Wheat,load,9326330,AFRICAN JUNIPER,San Lorenzo - Argentina,2017-02-07 22:12:00,2017-02-10 20:20:00,Cofco Int. PGSM South,2756.0,Seaboard,Ghana,2.92,1.94,Nidera
3908,Grains,Wheat,load,9326330,AFRICAN JUNIPER,San Lorenzo - Argentina,2017-02-07 22:12:00,2017-02-10 20:20:00,Cofco Int. PGSM South,11000.0,Seaboard,Gambia,2.92,1.94,Nidera
3909,Grains,Wheat,load,9553244,OBSERVATOR,San Lorenzo - Argentina,2017-02-07 23:10:00,2017-02-10 21:50:00,ACA,28500.0,Holbud,Kenya,2.94,2.06,CHS Argentina
3910,Grains,Wheat,load,9553244,OBSERVATOR,San Lorenzo - Argentina,2017-02-07 23:10:00,2017-02-10 21:50:00,ACA,4400.0,Holbud,Uganda,2.94,2.06,CHS Argentina
3911,Grains,Wheat,load,9450844,ORIANA C,San Lorenzo - Argentina,2017-02-10 00:00:00,2017-02-12 19:30:00,Vicentin,27500.0,Dreyfus,Tunisia,2.81,1.99,Vicentin
3912,Grains,Wheat,load,9585651,BLUE ONE,San Lorenzo - Argentina,2017-02-10 09:18:00,2017-02-13 02:05:00,Dempa,31515.0,Bunge,Brazil,2.7,2.36,Bunge
3913,Grains,Wheat,load,9250323,MARIAM,San Lorenzo - Argentina,2017-02-10 00:30:00,2017-02-13 05:50:00,Terminal 6-South,28670.0,Graneles Chile,Chile,3.22,2.48,AGD
3914,Grains,Wheat,load,9611280,PATAGONIA,San Lorenzo - Argentina,2017-02-11 00:00:00,2017-02-13 14:40:00,LDC Timbues,31750.0,Macedo,Brazil,2.61,1.56,Dreyfus
3915,Grains,Wheat,load,9221877,FORTUNE GENIUS,San Lorenzo - Argentina,2017-02-08 04:45:00,2017-02-15 12:05:00,Quebracho,32000.75,Cargill,Indonesia,7.31,6.06,Cargill
3916,Grains,Wheat,load,9231676,ALMA,San Lorenzo - Argentina,2017-02-10 20:00:00,2017-02-15 13:00:00,ACA,28008.0,Transgrain,Algeria,4.71,4.31,O.Moreno
3917,Grains,Maize,load,9610743,BARROW ISLAND,San Lorenzo - Argentina,2017-02-14 05:00:00,2017-02-15 18:00:00,Cofco Int. PGSM South,11850.0,Setaf Saget,Mauritius,1.54,1.46,Nidera
3918,Grains,Wheat,load,9687150,OCEANIC PRAISE,San Lorenzo - Argentina,2017-02-12 07:00:00,2017-02-19 20:30:00,ADM AGRO San Lorenzo,7500.0,Cerealis,Cameroon,7.56,2.79,Actiar
3919,Grains,Wheat,load,9687150,OCEANIC PRAISE,San Lorenzo - Argentina,2017-02-12 07:00:00,2017-02-19 20:30:00,ADM AGRO San Lorenzo,9170.0,Cerealis,Ivory Coast,7.56,2.79,Actiar
3920,Grains,Wheat,load,9687150,OCEANIC PRAISE,San Lorenzo - Argentina,2017-02-12 07:00:00,2017-02-19 20:30:00,ADM AGRO San Lorenzo,4200.0,Cerealis,Gabon,7.56,2.79,Actiar
3921,Grains,Wheat,load,9490832,GENCO RHONE,San Lorenzo - Argentina,2017-02-14 01:00:00,2017-02-18 20:30:00,Cofco Int. Timbues,5500.0,Holbud,Kenya,4.81,0.81,Cofco Agri Arg
3922,Grains,Wheat,load,9490832,GENCO RHONE,San Lorenzo - Argentina,2017-02-14 01:00:00,2017-02-18 20:30:00,Cofco Int. Timbues,2045.0,Holbud,Uganda,4.81,0.81,Cofco Agri Arg
3923,Grains,Maize,load,9709257,TOMINI SHAMAL,San Lorenzo - Argentina,2017-02-05 14:20:00,2017-02-16 00:30:00,Pampa,33000.0,Mauricea,Brazil,10.42,9.99,Bunge
3924,Grains,Wheat,load,9407495,NAVIOS ARMONIA,San Lorenzo - Argentina,2017-02-08 05:48:00,2017-02-17 01:30:00,LDC Timbues,40770.0,Graneles Chile,Chile,8.82,3.36,Dreyfus
3925,Grains,Wheat,load,9666455,AFRICAN MAGNOLIA,San Lorenzo - Argentina,2017-02-14 21:55:00,2017-02-17 04:55:00,Cofco Int. Timbues,6870.0,Seaboard,Republic of the Congo,2.29,1.22,Cofco Agri Arg
3926,Grains,Maize,load,9666455,AFRICAN MAGNOLIA,San Lorenzo - Argentina,2017-02-14 21:55:00,2017-02-17 04:55:00,Cofco Int. Timbues,750.0,Seaboard,Republic of the Congo,2.29,1.22,Cofco Agri Arg
3927,Grains,Wheat,load,9666455,AFRICAN MAGNOLIA,San Lorenzo - Argentina,2017-02-14 21:55:00,2017-02-17 04:55:00,Cofco Int. Timbues,5520.0,Seaboard,Democratic Republic of the Congo,2.29,1.22,Cofco Agri Arg
3928,Grains,Maize,load,9666455,AFRICAN MAGNOLIA,San Lorenzo - Argentina,2017-02-14 21:55:00,2017-02-17 04:55:00,Cofco Int. Timbues,1769.0,Seaboard,Democratic Republic of the Congo,2.29,1.22,Cofco Agri Arg
3929,Grains,Maize,load,9666455,AFRICAN MAGNOLIA,San Lorenzo - Argentina,2017-02-14 21:55:00,2017-02-17 04:55:00,Cofco Int. Timbues,7500.0,Seaboard,Namibia,2.29,1.22,Cofco Agri Arg
3930,Grains,Wheat,load,9490832,GENCO RHONE,San Lorenzo - Argentina,2017-02-14 01:00:00,2017-02-18 20:30:00,ADM AGRO San Lorenzo,6500.0,Holbud,Kenya,4.81,2.79,AMaggi
3931,Grains,Wheat,load,9490832,GENCO RHONE,San Lorenzo - Argentina,2017-02-14 01:00:00,2017-02-18 20:30:00,ADM AGRO San Lorenzo,26500.0,Holbud,Uganda,4.81,2.79,AMaggi
3932,Grains,Wheat,load,9346847,KASZUBY,San Lorenzo - Argentina,2017-02-17 14:00:00,2017-02-20 07:00:00,Terminal 6-South,7700.0,Bunge,Ecuador,2.71,1.57,Bunge
3933,Grains,Wheat,load,9729477,BALTIC SCORPION,San Lorenzo - Argentina,2017-02-16 21:26:00,2017-02-19 18:00:00,Quebracho,14945.91,Bunge,Tanzania,2.86,2.09,Cargill
3934,Grains,Wheat,load,9346847,KASZUBY,San Lorenzo - Argentina,2017-02-17 14:00:00,2017-02-20 07:00:00,Dempa,11000.0,Bunge,Colombia,2.71,0.68,Bunge
3935,Grains,Wheat,load,9346847,KASZUBY,San Lorenzo - Argentina,2017-02-17 14:00:00,2017-02-20 07:00:00,Dempa,5500.0,Bunge,Peru,2.71,0.68,Bunge
3936,Grains,Maize,load,9406063,LILLY BOLTEN,San Lorenzo - Argentina,2017-02-17 08:18:00,2017-02-21 20:20:00,ACA,29000.0,Alimport,Cuba,4.5,4.21,ACA
3937,Grains,Wheat,load,9261035,PALAU,San Lorenzo - Argentina,2017-02-18 16:10:00,2017-02-22 19:35:00,Cofco Int. PGSM South,30550.0,Transgrain,Algeria,4.14,1.83,Nidera
3938,Grains,Wheat,load,9490624,GENCO AQUITAINE,San Lorenzo - Argentina,2017-02-19 00:00:00,2017-02-23 14:25:00,Cofco Int. Timbues,40417.0,Seaboard,Kenya,4.6,1.76,Cofco Agri Arg
3939,Grains,Wheat,load,9609677,PABARI,San Lorenzo - Argentina,2017-02-21 15:25:00,2017-02-24 12:00:00,ACA,32550.0,Transgrain,Brazil,2.86,2.26,ACA
3940,Grains,Maize,load,9668922,PELICAN ISLAND,San Lorenzo - Argentina,2017-02-22 08:22:00,2017-02-24 21:35:00,Quebracho,29274.8,Cargill,Algeria,2.55,1.87,Cargill
3941,Grains,Wheat,load,9256872,VASSOS,San Lorenzo - Argentina,2017-02-21 14:18:00,2017-02-24 23:28:00,Cofco Int. PGSM South,48522.0,Transgrain,Thailand,3.38,2.03,Nidera
3942,Grains,Wheat,load,9312315,THETIS,San Lorenzo - Argentina,2017-02-22 14:03:00,2017-02-25 04:50:00,Terminal 6-South,27116.0,Grande Moinho Cearense,Brazil,2.62,1.45,AGD
3943,Grains,Maize,load,9602148,SINOKOR SUNRISE,San Lorenzo - Argentina,2017-02-23 16:37:00,2017-02-26 02:55:00,Terminal 6-South,12100.0,Marubeni,Vietnam,2.43,0.84,AGD
3944,Grains,Wheat,load,9230763,DORIC SPIRIT,San Lorenzo - Argentina,2017-02-23 14:30:00,2017-02-26 22:35:00,Cofco Int. PGSM South,9120.0,Agrocorp,Bangladesh,3.34,1.84,Nidera
3945,Grains,Wheat,load,9230763,DORIC SPIRIT,San Lorenzo - Argentina,2017-02-23 14:30:00,2017-02-26 22:35:00,Cofco Int. PGSM South,31500.0,Agrocorp,Bangladesh,3.34,1.84,AFA
3946,Grains,Wheat,load,9609720,WESTERN CARMEN,San Lorenzo - Argentina,2017-02-26 00:00:00,2017-02-27 18:00:00,Terminal 6-South,33000.0,Gavilon,Brazil,1.75,1.46,AGD
3947,Grains,Wheat,load,9338577,TAOKAS WISDOM,San Lorenzo - Argentina,2017-02-27 08:20:00,2017-02-28 14:20:00,Terminal 6-South,20000.0,Bunge,Brazil,1.25,0.8,Bunge
3948,Grains,Wheat,load,9497177,CLIPPER AEGINA,San Lorenzo - Argentina,2017-02-26 00:00:00,2017-02-28 20:50:00,Cofco Int. PGSM South,20900.0,Olam,Nigeria,2.87,1.7,Nidera
3949,Grains,Wheat,load,9497177,CLIPPER AEGINA,San Lorenzo - Argentina,2017-02-26 00:00:00,2017-02-28 20:50:00,Cofco Int. PGSM South,10000.0,Olam,Cameroon,2.87,1.7,Nidera
3950,Grains,Wheat,load,9643192,OCEAN BRIGHT,San Lorenzo - Argentina,2017-02-28 03:36:00,2017-03-02 01:05:00,Cofco Int. Timbues,21600.0,Graneles Chile,Chile,1.9,1.25,Cofco Agri Arg
3951,Grains,Wheat,load,9320336,ATHOS,San Lorenzo - Argentina,2017-03-01 04:48:00,2017-03-02 20:55:00,Cofco Int. PGSM South,27500.0,CAM Cereales,Algeria,1.67,1.36,Nidera
3952,Grains,Wheat,load,9325099,GRIKOS,San Lorenzo - Argentina,2017-03-02 00:00:00,2017-03-04 22:20:00,Cofco Int. Timbues,27010.0,Cargill,Brazil,2.93,2.05,Cofco Agri Arg
3953,Grains,Maize,load,9254111,LUCKY GLORY,San Lorenzo - Argentina,2017-03-03 22:30:00,2017-03-06 06:30:00,Cofco Int. Timbues,31000.0,Broadgrain,Yemen,2.33,1.28,Cofco Agri Arg
3954,Grains,Wheat,load,9708538,FLORA K,San Lorenzo - Argentina,2017-03-03 02:30:00,2017-03-07 05:25:00,Quebracho,5496.255,Cargill,Peru,4.12,2.83,Cargill
3955,Grains,Wheat,load,9368883,THE LOVING,San Lorenzo - Argentina,2017-03-05 00:00:00,2017-03-15 20:40:00,Vicentin,8500.0,Holbud,Kenya,10.86,0.56,Vicentin
3958,Grains,Wheat,load,9213363,DIONE,San Lorenzo - Argentina,2017-03-04 00:00:00,2017-03-08 22:45:00,ACA,48582.0,Glencore,Egypt,4.95,4.61,O.Moreno
3959,Grains,Maize,load,9290983,VOSCO UNITY,San Lorenzo - Argentina,2017-03-07 00:00:00,2017-03-10 14:30:00,Pampa,18475.0,Crossland,Malaysia,3.6,2.75,Bunge
3960,Grains,Maize,load,9290983,VOSCO UNITY,San Lorenzo - Argentina,2017-03-07 00:00:00,2017-03-10 14:30:00,Pampa,6825.0,Crossland,Brunei,3.6,2.75,Bunge
3961,Grains,Maize,load,9764063,BELTIDE,San Lorenzo - Argentina,2017-03-05 00:30:00,2017-03-10 15:15:00,Cofco Int. PGSM South,41259.0,Engelhart CTP,Malaysia,5.61,2.4,Nidera
3962,Grains,Wheat,load,9412945,PARANA WARRIOR,San Lorenzo - Argentina,2017-03-08 12:57:00,2017-03-10 20:15:00,ACA,27100.0,ADM,Brazil,2.3,1.83,ACA
3963,Grains,Maize,load,9577628,INTERLINK EQUITY,San Lorenzo - Argentina,2017-03-08 23:10:00,2017-03-14 08:25:00,Cofco Int. Timbues,34690.0,Cofco Agri,Brazil,5.39,1.13,Cofco Agri Arg
3964,Grains,Maize,load,9288344,SEALUCK II,San Lorenzo - Argentina,2017-03-10 06:42:00,2017-03-14 12:20:00,LDC Timbues,11405.0,Dreyfus,Algeria,4.23,1.36,Dreyfus
3965,Grains,Maize,load,9288344,SEALUCK II,San Lorenzo - Argentina,2017-03-10 06:42:00,2017-03-14 12:20:00,LDC Timbues,30000.0,Dreyfus,Algeria,4.23,1.36,AFA
3966,Grains,Maize,load,9689902,STRATEGIC EQUITY,San Lorenzo - Argentina,2017-03-12 17:06:00,2017-03-15 14:05:00,Quebracho,34299.365,Cargill,Puerto Rico,2.87,1.71,Cargill
3967,Grains,Wheat,load,9368883,THE LOVING,San Lorenzo - Argentina,2017-03-05 00:00:00,2017-03-15 20:40:00,Cofco Int. PGSM South,10000.0,Holbud,Uganda,10.86,5.13,Nidera
3968,Grains,Wheat,load,9368883,THE LOVING,San Lorenzo - Argentina,2017-03-05 00:00:00,2017-03-15 20:40:00,Cofco Int. PGSM South,11000.0,Holbud,Tanzania,10.86,5.13,Nidera
3969,Grains,Wheat,load,9368883,THE LOVING,San Lorenzo - Argentina,2017-03-05 00:00:00,2017-03-15 20:40:00,Cofco Int. PGSM South,12000.0,Holbud,Burundi,10.86,5.13,Nidera
3970,Grains,Wheat,load,9662370,MAPLE STAR,San Lorenzo - Argentina,2017-03-14 09:35:00,2017-03-15 22:05:00,Dempa,10250.0,Bunge,Brazil,1.52,1.22,Bunge
3971,Grains,Wheat,load,9662370,MAPLE STAR,San Lorenzo - Argentina,2017-03-14 09:35:00,2017-03-15 22:05:00,Dempa,5500.0,Bunge,Brazil,1.52,1.22,Los Grobo
3972,Grains,Maize,load,9448607,RHODES,San Lorenzo - Argentina,2017-03-11 01:15:00,2017-03-17 01:45:00,ACA,38300.0,CJ International,Vietnam,6.02,4.65,ACA
3973,Grains,Maize,load,9278911,ALMENDRO,San Lorenzo - Argentina,2017-03-12 07:06:00,2017-03-17 07:05:00,Cofco Int. PGSM South,14948.0,Seaboard,Peru,5.0,1.29,Nidera
3974,Grains,Wheat,load,9761231,NY TRADER III,San Lorenzo - Argentina,2017-03-14 21:18:00,2017-03-17 16:10:00,Dempa,35750.0,Alicorp,Peru,2.79,1.64,Bunge
3975,Grains,Maize,load,9661211,PHAIDRA,San Lorenzo - Argentina,2017-03-13 13:48:00,2017-03-18 08:10:00,Terminal 6-South,17703.07,Bunge,United Arab Emirates,4.77,2.42,AGD
3976,Grains,Maize,load,9661211,PHAIDRA,San Lorenzo - Argentina,2017-03-13 13:48:00,2017-03-18 08:10:00,Terminal 6-South,20796.93,Bunge,Oman,4.77,2.42,AGD
3977,Grains,Maize,load,9661211,PHAIDRA,San Lorenzo - Argentina,2017-03-13 13:48:00,2017-03-18 08:10:00,Terminal 6-South,566.07,Bunge,Oman,4.77,2.42,Bunge
3978,Grains,Maize,load,9661211,PHAIDRA,San Lorenzo - Argentina,2017-03-13 13:48:00,2017-03-18 08:10:00,Terminal 6-South,223.99,Bunge,United Arab Emirates,4.77,2.42,Bunge
3979,Grains,Maize,load,9476484,ZONDA,San Lorenzo - Argentina,2017-03-14 22:00:00,2017-03-18 14:15:00,ACA,49500.0,Marubeni,Vietnam,3.68,2.42,AMaggi
3980,Grains,Maize,load,9476484,ZONDA,San Lorenzo - Argentina,2017-03-14 22:00:00,2017-03-18 14:15:00,ACA,4244.0,Marubeni,Vietnam,3.68,2.42,ACA
3981,Grains,Maize,load,9329837,NEW KOSMOS,San Lorenzo - Argentina,2017-03-16 08:10:00,2017-03-18 15:45:00,ADM AGRO San Lorenzo,42042.0,A.Maggi,Algeria,2.32,1.98,AMaggi
3982,Grains,Wheat,load,9153056,SEAEAGLE,San Lorenzo - Argentina,2017-03-13 09:12:00,2017-03-18 15:50:00,Quebracho,31760.575,Cargill,Thailand,5.28,3.02,Cargill
3983,Grains,Maize,load,9454084,AKOUR II,San Lorenzo - Argentina,2017-03-17 00:00:00,2017-03-19 08:00:00,LDC Timbues,42718.19,Dreyfus,Vietnam,2.33,1.53,Dreyfus
3984,Grains,Wheat,load,9450818,ISTANBUL-M,San Lorenzo - Argentina,2017-03-15 00:00:00,2017-03-19 10:15:00,Cofco Int. Timbues,32900.0,Dias Branco,Brazil,4.43,0.45,Cofco Agri Arg
3985,Grains,Wheat,load,9703813,BEN,San Lorenzo - Argentina,2017-03-18 03:50:00,2017-03-19 16:45:00,Cofco Int. PGSM South,14165.0,Soprodi,Chile,1.54,1.25,AFA
3986,Grains,Maize,load,9703813,BEN,San Lorenzo - Argentina,2017-03-18 03:50:00,2017-03-19 16:45:00,Cofco Int. PGSM South,6600.0,Soprodi,Chile,1.54,1.25,Nidera
3987,Grains,Maize,load,9312315,THETIS,San Lorenzo - Argentina,2017-03-19 01:55:00,2017-03-20 22:30:00,Terminal 6-South,20642.0,Crossland,Malaysia,1.86,1.03,AGD
3988,Grains,Maize,load,9403140,MARITIME UNITY,San Lorenzo - Argentina,2017-03-18 14:10:00,2017-03-20 23:59:00,Cofco Int. Timbues,42650.0,Bunge,Algeria,2.41,1.5,CHS Argentina
3989,Grains,Maize,load,9471666,M CONFIDANTE,San Lorenzo - Argentina,2017-03-19 15:15:00,2017-03-21 12:10:00,Quebracho,32994.27,Cargill,Morocco,1.87,1.54,Cargill
3990,Grains,Maize,load,9460590,SAKIZAYA WISDOM,San Lorenzo - Argentina,2017-03-20 05:00:00,2017-03-22 07:25:00,Cofco Int. Timbues,44000.0,Glencore,Malaysia,2.1,1.23,Cofco Agri Arg
3991,Grains,Maize,load,9460590,SAKIZAYA WISDOM,San Lorenzo - Argentina,2017-03-20 05:00:00,2017-03-22 07:25:00,Cofco Int. Timbues,3250.0,Glencore,Malaysia,2.1,1.23,O.Moreno
3992,Grains,Maize,load,9218284,ELPIDA,San Lorenzo - Argentina,2017-03-18 10:30:00,2017-03-22 21:10:00,ACA,48500.0,Marubeni,Vietnam,4.44,3.42,ACA
3993,Grains,Maize,load,9542477,GH GLORY,San Lorenzo - Argentina,2017-03-18 00:00:00,2017-03-23 00:50:00,ADM AGRO San Lorenzo,47060.0,Pan Ocean,South Korea,5.03,3.16,Nidera
3994,Grains,Maize,load,9588342,AMAPOLA,San Lorenzo - Argentina,2017-03-20 20:15:00,2017-03-23 13:15:00,Cofco Int. PGSM South,32800.0,Posco-Daewoo,Algeria,2.71,1.56,Nidera
3995,Grains,Maize,load,9709257,TOMINI SHAMAL,San Lorenzo - Argentina,2017-03-22 06:48:00,2017-03-24 05:50:00,Cofco Int. Timbues,33000.0,Mauricea,Brazil,1.96,1.25,Cofco Agri Arg
3996,Grains,Maize,load,9764051,BELFRIEND,San Lorenzo - Argentina,2017-03-22 01:55:00,2017-03-24 20:45:00,Terminal 6-South,8750.0,Bunge,Algeria,2.78,2.43,Bunge
3997,Grains,Maize,load,9323053,AEOLIAN LIGHT,San Lorenzo - Argentina,2017-03-22 00:38:00,2017-03-25 05:40:00,Quebracho,50839.215,Marubeni,Vietnam,3.21,3.13,Cargill
3998,Grains,Maize,load,9638642,GENEVA QUEEN,San Lorenzo - Argentina,2017-03-23 09:50:00,2017-03-25 13:05:00,Cofco Int. Timbues,49500.0,Cofco Agri,Vietnam,2.14,1.23,Cofco Agri Arg
3999,Grains,Maize,load,9483827,GLOBE ELECTRA,San Lorenzo - Argentina,2017-03-23 17:00:00,2017-03-25 18:50:00,Pampa,49228.0,Bunge,Vietnam,2.08,1.78,Bunge
4000,Grains,Wheat,load,9325099,GRIKOS,San Lorenzo - Argentina,2017-03-25 08:42:00,2017-03-26 22:05:00,Cofco Int. Timbues,27280.0,Cargill,Brazil,1.56,1.27,Cofco Agri Arg
4001,Grains,Wheat,load,9482134,SUNNY HOPE,San Lorenzo - Argentina,2017-03-25 00:00:00,2017-04-10 23:15:00,Cofco Int. PGSM South,18090.0,Graneles Chile,Chile,16.97,1.01,AFA
4002,Grains,Maize,load,9288461,GORGOYPIKOOS,San Lorenzo - Argentina,2017-03-24 00:00:00,2017-03-27 17:40:00,LDC Timbues,40000.0,Dreyfus,Malaysia,3.74,2.34,Molino Cañuelas
4003,Grains,Maize,load,9288461,GORGOYPIKOOS,San Lorenzo - Argentina,2017-03-24 00:00:00,2017-03-27 17:40:00,LDC Timbues,8900.0,Dreyfus,Malaysia,3.74,2.34,Dreyfus
4004,Grains,Maize,load,9317834,XENIA,San Lorenzo - Argentina,2017-03-23 01:00:00,2017-03-29 04:55:00,ACA,33005.0,CJ International,Vietnam,6.16,4.35,ACA
4005,Grains,Maize,load,9363675,RED JACKET,San Lorenzo - Argentina,2017-03-26 08:25:00,2017-03-29 01:20:00,Terminal 6-North,9200.0,Cefetra,Algeria,2.7,2.15,AGD
4006,Grains,Wheat,load,9596040,NORDRHONE,San Lorenzo - Argentina,2017-03-27 06:24:00,2017-03-29 08:03:00,Cofco Int. Timbues,33000.0,Transgrain,Brazil,2.07,1.76,Cofco Agri Arg
4007,Grains,Maize,load,9744996,VIBEKE IRIS,San Lorenzo - Argentina,2017-03-26 17:54:00,2017-03-29 14:20:00,Dempa,49500.0,ADM,Egypt,2.85,2.53,Bunge
4008,Grains,Maize,load,9318369,THE LIVING,San Lorenzo - Argentina,2017-03-28 00:00:00,2017-03-31 06:25:00,Cofco Int. PGSM South,40230.0,Holbud,Kuwait,3.27,2.37,Nidera
4009,Grains,Maize,load,9585546,VERUDA,San Lorenzo - Argentina,2017-03-29 00:00:00,2017-03-31 16:20:00,Quebracho,38841.87,Cargill,Algeria,2.68,2.12,Cargill
4010,Grains,Maize,load,9663099,GH DANZERO,San Lorenzo - Argentina,2017-03-29 00:00:00,2017-04-01 00:00:00,ACA,42903.0,Dreyfus,Vietnam,3.0,2.58,CHS Argentina
4011,Grains,Maize,load,9399090,DUKE II,San Lorenzo - Argentina,2017-03-30 00:00:00,2017-04-01 18:35:00,ADM AGRO San Lorenzo,49500.0,ADM,Egypt,2.77,1.96,Actiar
4012,Grains,Wheat,load,9354040,LALINDE,San Lorenzo - Argentina,2017-04-01 00:00:00,2017-04-03 15:45:00,Terminal 6-South,18169.0,Norient,Brazil,2.66,1.55,AGD
4013,Grains,Maize,load,9403126,GLOBE TRINCO,San Lorenzo - Argentina,2017-03-31 00:00:00,2017-04-03 16:00:00,Cofco Int. Timbues,32385.0,Cofco Agri,Algeria,3.67,2.51,Cofco Agri Arg
4014,Grains,Maize,load,9249283,ATA M,San Lorenzo - Argentina,2017-03-27 14:48:00,2017-04-04 02:15:00,ACA,31000.0,Broadgrain,Yemen,7.48,2.78,ACA
4015,Grains,Maize,load,9596026,NORDLOIRE,San Lorenzo - Argentina,2017-04-01 00:00:00,2017-04-04 15:10:00,Terminal 6-North,34151.0,AGD,Brazil,3.63,1.61,AGD
4018,Grains,Maize,load,9580326,ESPERANCE BAY,San Lorenzo - Argentina,2017-04-02 00:00:00,2017-04-05 03:00:00,Quebracho,23729.21,Agrocean,Senegal,3.13,1.26,Cargill
4019,Grains,Wheat,load,9647887,MADRID,San Lorenzo - Argentina,2017-04-01 14:18:00,2017-04-05 07:30:00,Cofco Int. Timbues,28200.0,Invivo,Algeria,3.72,1.55,Cofco Agri Arg
4020,Grains,Maize,load,9740823,SASEBO GLORY,San Lorenzo - Argentina,2017-04-01 15:35:00,2017-04-05 13:40:00,ACA,22810.0,CJ International,Vietnam,3.92,1.31,ACA
4021,Grains,Wheat,load,9655212,ABTENAUER,San Lorenzo - Argentina,2017-04-04 01:12:00,2017-04-05 18:45:00,ADM AGRO San Lorenzo,31500.0,Invivo,Algeria,1.73,1.46,Actiar
4022,Grains,Maize,load,9631826,SHUN YING,San Lorenzo - Argentina,2017-04-03 11:00:00,2017-04-05 23:00:00,Vicentin,44000.0,CJ International,South Korea,2.5,1.23,Vicentin
4023,Grains,DDGS,load,9764001,YM IMPRESSION,San Lorenzo - Argentina,2017-04-02 10:48:00,2017-04-07 16:05:00,Terminal 6-South,4881.66,Marubeni,Vietnam,5.22,3.97,AGD
4024,Grains,Maize,load,9698953,SEARIDER,San Lorenzo - Argentina,2017-04-03 14:42:00,2017-04-07 16:05:00,Cofco Int. Timbues,37390.0,Al Ghurair,Saudi Arabia,4.06,2.28,Cofco Agri Arg
4025,Grains,Maize,load,9698953,SEARIDER,San Lorenzo - Argentina,2017-04-03 14:42:00,2017-04-07 16:05:00,Cofco Int. Timbues,4500.0,Al Ghurair,Bahrain,4.06,2.28,Cofco Agri Arg
4026,Grains,DDGS,load,9764001,YM IMPRESSION,San Lorenzo - Argentina,2017-04-02 10:48:00,2017-04-07 16:05:00,Terminal 6-South,1600.0,Marubeni,Vietnam,5.22,3.97,Bunge
4027,Grains,Maize,load,9254525,DA YING,San Lorenzo - Argentina,2017-04-04 00:00:00,2017-04-07 16:45:00,Cofco Int. PGSM South,39190.0,CJ International,Vietnam,3.7,2.33,Nidera
4028,Grains,Maize,load,9740809,OSAKA STAR,San Lorenzo - Argentina,2017-04-02 06:36:00,2017-04-11 17:40:00,Dempa,19579.0,Bunge,United Arab Emirates,9.46,3.47,Bunge
4029,Grains,Maize,load,9740809,OSAKA STAR,San Lorenzo - Argentina,2017-04-02 06:36:00,2017-04-11 17:40:00,Dempa,27000.0,Bunge,Oman,9.46,3.47,Bunge
4030,Grains,Maize,load,9644055,GLOBAL ROUND,San Lorenzo - Argentina,2017-04-06 00:00:00,2017-04-08 20:15:00,Vicentin,25746.0,CAM Cereales,Morocco,2.84,1.57,Vicentin
4031,Grains,Maize,load,9303089,BULK AVANTI,San Lorenzo - Argentina,2017-04-07 08:30:00,2017-04-11 15:30:00,Cofco Int. PGSM South,30450.0,Kendy,Egypt,4.29,3.81,Nidera
4032,Grains,Maize,load,9311153,NILOS,San Lorenzo - Argentina,2017-04-05 10:57:00,2017-04-11 17:40:00,Pampa,49639.0,Bunge,Malaysia,6.28,3.83,Bunge
4033,Grains,Maize,load,9166663,STAR MASAYA,San Lorenzo - Argentina,2017-04-08 00:00:00,2017-04-11 19:30:00,Vicentin,5500.0,Agrocean,Ghana,3.81,2.91,O.Moreno
4034,Grains,Maize,load,9166663,STAR MASAYA,San Lorenzo - Argentina,2017-04-08 00:00:00,2017-04-11 19:30:00,Vicentin,7700.0,Agrocean,Cameroon,3.81,2.91,O.Moreno
4035,Grains,Maize,load,9706786,AGIA SOFIA I,San Lorenzo - Argentina,2017-04-06 07:15:00,2017-04-13 15:30:00,Terminal 6-South,7000.0,Arasco,Oman,7.34,3.17,Bunge
4036,Grains,Maize,load,9706786,AGIA SOFIA I,San Lorenzo - Argentina,2017-04-06 07:15:00,2017-04-13 15:30:00,Terminal 6-South,14600.0,Arasco,Saudi Arabia,7.34,3.17,Bunge
4037,Grains,Maize,load,9735127,STAMFORD EAGLE,San Lorenzo - Argentina,2017-04-08 00:00:00,2017-04-12 02:20:00,ADM AGRO San Lorenzo,43377.0,Al Ghurair,Vietnam,4.1,2.39,AFA
4038,Grains,Wheat,load,9662370,MAPLE STAR,San Lorenzo - Argentina,2017-04-07 12:20:00,2017-04-12 13:15:00,Dempa,33000.0,Dias Branco,Brazil,5.04,4.26,Bunge
